Branch Order Table.

j, binMax, BifPercent,DRmean,DRstdev,DRmax,DRmin, DRuf, DRcurve, PDRmean, PDRstdev,PDRmax,PDRmin, PDRuf,PDRcurve, TRmean,TRstdev,TRmax,TRmin,TRuf, TRcurve,Nbifs,Ntips,BPLmean,BPLstdev,BPLmax,BPLmin, BPLcurve
101,227.7417957572018,0.5,1.5139078873472231,0.6214129722538656,3.5,1.0008333333333332,0.54,1,0.9473681007582316,0.4068843705076032,2.0,0.2857142857142857,0.6,2,1.2399381096111861,0.568755285496409,3.5,0.5,0.5742574257425742,1,50,50,16.103320227331125,15.574765162210223,104.59052364041607,0.4805205510693592,3
102,228.30141091600413,0.5930232558139535,1.3825570700541765,0.34652530315944824,2.493524451939292,1.0000084317742983,0.6274509803921569,2,0.967936350620437,0.3002018180593131,1.5,0.6666666666666666,0.6470588235294118,1,1.1938618550159383,0.5909953541303001,3.710556492411467,0.5,0.693069306930693,1,51,35,16.87110974831782,20.437815344024926,153.92137290597893,0.34205262752974064,3
103,229.02042691238955,0.5,1.4837616301951413,0.46221148432410125,3.0,1.0016666666666667,0.56,2,0.8510322392868294,0.27992724041601097,1.4999999999999998,0.3333333333333333,0.66,2,1.220473028103461,0.6036458041329992,3.226665261382799,0.5,0.6039603960396039,3,50,50,13.862168960157712,11.185526997716817,42.018128403486934,0.594138031100517,3
104,229.8096427396075,0.5795454545454546,1.4064081319233217,0.38727561607459243,2.4393254637436765,1.0004327514138185,0.7058823529411765,2,0.8867778894516796,0.22871257046181287,1.5,0.61357618032681,0.7254901960784313,2,1.074027913991996,0.3531735043999819,1.6320000000000001,0.6287233948872393,0.7227722772277227,1,51,37,14.919752898529596,13.924801421122481,67.79157440434636,0.44181444068748743,3
105,230.57090982010055,0.5862068965517241,1.5543631315805708,0.7109195213803076,4.0,1.000167256750356,0.6274509803921569,2,0.9863070105823043,0.34148280526869884,1.6666666666666665,0.6666666666666666,0.7450980392156863,1,1.3676375614106797,1.1903941657425505,6.992731871838112,0.39999999999999997,0.7058823529411765,1,51,36,15.96771218534417,16.944856434774863,112.25645257688625,0.3080584360149912,3
106,231.47796394776543,0.4672897196261682,1.3986402219715746,0.18129357081474534,1.5,1.0000505914989417,0.48,2,0.7810881166046516,0.26650445213731555,1.4999999999999998,0.5,0.68,1,1.2055714550152192,0.4801938265094731,3.059696458684654,0.6666666666666666,0.6534653465346535,1,50,57,11.17911508296914,11.046626796911259,77.70822525460758,0.3511409973215887,3
107,232.06173036901646,0.5795454545454546,1.5190630231553295,0.5891448557296433,3.5,1.0006084879145587,0.5490196078431373,1,0.9554804888724444,0.3829459159794002,1.6666666666666665,0.2857142857142857,0.49019607843137253,2,1.3001131894570057,0.7078401203457414,3.9521585160202366,0.5,0.6039603960396039,2,51,37,13.570209552252901,12.171492916345102,57.28834387505373,0.241660919471891,3
108,232.7883675673171,0.5434782608695652,1.3714868328186043,0.38838386566920274,2.5,1.000167256750356,0.6,1,0.8851872304054524,0.23379238803871574,1.5,0.5373469739119403,0.66,1,1.3273375876190496,0.570970536757346,2.538195615514334,0.4657249605813395,0.6732673267326733,2,50,42,15.208766720794436,14.669734108703304,99.74726824923081,0.6330428500504922,3
109,233.4136987615957,0.5730337078651685,1.4603398768616715,0.39408496131569903,2.5,1.0045293228054444,0.5882352941176471,1,0.9152557030820575,0.3685479827559774,2.0,0.5624392071211793,0.7254901960784313,1,1.314028936695051,0.5192580954284414,2.5,0.5,0.6633663366336634,1,51,38,13.091568447655703,13.47437452238302,72.1332418434647,0.9400531899844935,3
110,234.16802382020154,0.5555555555555556,1.3160534707069678,0.17946788612122386,1.5,1.0001826869027544,0.58,1,0.9361726184279036,0.3182051091300714,2.0,0.6666666666666666,0.64,1,1.1808525036806454,0.8194931942035237,5.561045531197302,0.5,0.6039603960396039,2,50,40,14.592856414175442,12.263841040014412,59.58523255953829,0.8881441324469768,3
111,234.91181415789669,0.5151515151515151,1.3310949406373396,0.2038075744098749,1.5,1.0002994150863032,0.5294117647058824,1,0.8904334964814232,0.28061215057828914,1.5,0.6666666666666666,0.5490196078431373,2,1.2669674854335342,0.4897079452240641,2.797259696458685,0.6666666666666666,0.5643564356435643,3,51,48,17.282550878162496,18.55805138029692,86.52927216750106,0.3080584360149912,3
112,235.55175442219024,0.5494505494505495,1.4357331621834295,0.29467226629474685,2.0,1.0108695652173914,0.68,1,0.9191911892161678,0.3434047603129848,1.5,0.5,0.7,3,1.129020112375506,0.5171387080262289,2.8785666104553123,0.5,0.7029702970297029,1,50,41,14.812045327039977,16.142792127040643,93.71558050591433,0.47801673610867634,3
113,236.26171013274978,0.5483870967741935,1.4255513968699176,0.240908387118268,2.0,1.0004327514138185,0.5098039215686274,3,0.7503600575532209,0.1443929654756298,1.0272421110906071,0.5699629524080935,0.6470588235294118,3,1.2638307150276933,0.41489467486378234,2.6383431703204048,0.39999999999999997,0.5841584158415841,2,51,42,14.57816031496953,13.543625396567666,83.7717229263517,0.6217716622683863,3
114,237.0454326432541,0.4716981132075472,1.4132259492310326,0.28107391849918417,2.0,1.024857829794828,0.68,3,0.9189085853600076,0.3389768036208732,1.5,0.5,0.7,2,1.1629655834635413,0.7055779948065688,3.598629848229342,0.3058876484000314,0.6435643564356436,2,50,56,17.840206022149406,19.328270770491734,87.04002783047281,0.43965895873963023,3
115,237.88583201839143,0.4716981132075472,1.6339450453176798,1.5204356142776168,8.0,1.0000644309831417,0.6,1,0.8262269438445523,0.3049183607729033,1.2751036466660723,0.125,0.76,2,1.3890420643724684,1.0122097971686366,5.333333333333333,0.33333333333333337,0.7623762376237624,2,50,56,14.308252841253587,13.02578683560527,70.81786665571786,0.6135144660071135,3
116,238.58915164352078,0.5543478260869565,1.2905217127254147,0.30617579281712304,2.0,1.0001756604834178,0.5882352941176471,1,0.9691032974869821,0.28850824403741476,1.5,0.3333333333333333,0.6274509803921569,3,1.2474603774223691,0.4892739162504061,3.0,0.6409125687487061,0.5148514851485149,1,51,41,17.32866063583133,16.645985886457133,90.34525573884731,0.542033209314699,3
117,239.12128098959482,0.6538461538461539,1.475724694097931,0.3661359495962608,2.5,1.0000168634064082,0.6862745098039216,1,0.923178496924604,0.4143095300315657,2.0,0.39999999999999997,0.6862745098039216,2,1.1717301499449193,0.48226977665998394,2.5,0.6344727973038036,0.7425742574257426,2,51,27,14.22894621023415,12.516176302911735,75.7918896215651,0.15000000000000568,3
118,239.78761115176997,0.5494505494505495,1.4100946037016018,0.40704817564931267,2.5,1.0008340283569643,0.64,3,0.9109282706813431,0.2936392538516066,1.5,0.5,0.66,2,1.1361585560429297,0.5484127780169623,3.2921753794266446,0.5,0.6435643564356436,2,50,41,12.356006272547043,12.616327485491166,84.56343712715545,0.31240998703627326,3
119,240.51891079982124,0.4722222222222222,1.3954325475512195,0.20593537554939365,1.7636255308146511,1.0000168636907873,0.6862745098039216,3,0.7587075689742625,0.11035992888799635,0.9587722315055481,0.6666666666666666,0.8627450980392157,2,1.0487831803657603,0.3465550449578039,1.6320000000000001,0.5,0.7425742574257426,3,51,57,14.248879747560984,12.259257599684405,52.05075880694747,0.6271556232032824,3
120,241.12644154521143,0.6024096385542169,1.4838410791367098,0.37980365823039947,2.5,1.000050592778724,0.64,3,0.8884246423202468,0.29769764713068875,1.5,0.5,0.68,3,1.2258154992433177,0.748009232937135,3.134302979201799,0.25,0.6534653465346535,1,50,33,13.628106867913159,14.663442734523226,94.17863607111978,0.4801041553663019,3
121,241.78192404165657,0.5730337078651685,1.3828975877925584,0.33603310689675353,2.333385958185796,1.001132658797077,0.6862745098039216,1,1.1745368316599174,0.3602010526546835,1.5,0.2857142857142857,0.7058823529411765,2,1.191444071435003,0.7703476845950277,3.890016863406408,0.5,0.6372549019607843,3,51,38,13.371858464939141,14.21968509438603,82.28943774514774,0.9326573529435391,3
122,242.5985476117034,0.49504950495049505,1.4222974662654762,0.22258456979950197,2.0,1.0360423717638785,0.62,2,0.722423929717433,0.13627323914417283,1.0000084317742983,0.5,0.7,3,1.3160263937386625,0.6371427069478411,3.2195193929173693,0.5,0.6831683168316832,3,50,51,12.928966786331296,13.063426477581439,71.77651052375894,0.47853944456019376,3
123,243.28728606454075,0.49038461538461536,1.473713715585293,0.5321874029985774,3.5,1.0006000562113546,0.5294117647058824,1,0.8210228271402711,0.29621782377942185,1.4999999999999998,0.2857142857142857,0.5882352941176471,1,1.2507892069717619,0.45860156547767383,2.5,0.39999999999999997,0.5742574257425742,3,51,53,14.068928592232767,10.900392366652161,55.11480800803665,0.2886173937932374,3
124,243.86850214578578,0.6144578313253012,1.4605591158382476,0.25721638805065744,2.0,1.0003908869900717,0.5490196078431373,1,0.9850376763721099,0.38880423908334405,2.0,0.5,0.5882352941176471,3,1.0746083570148268,0.43822765159294685,2.0985786653505265,0.4,0.6078431372549019,1,51,32,15.666529841834791,17.560951168459958,112.44482231578247,0.5371219600798327,3
125,244.46841128754454,0.6097560975609756,1.438927831683067,0.3178904075606811,2.0,1.000050592778724,0.68,1,0.9108856056869897,0.22730979992215972,1.189819003374944,0.5219463444153082,0.76,1,1.2471560102942962,0.4630282829564832,2.719010059824204,0.5,0.6633663366336634,2,50,32,14.993895111751616,12.780211822128004,77.55453895224672,0.7521305022384797,3
126,245.2208204155425,0.5,1.4124873412330448,0.5712506478640975,3.5,1.000167256750356,0.6274509803921569,2,0.9111469285247564,0.35605907076603527,1.666726809355195,0.2857142857142857,0.6666666666666666,2,1.3131395094179221,0.6961426474745495,3.5,0.3666359247561686,0.6732673267326733,3,51,51,14.199396972355157,14.581768788717117,83.51164543652347,0.6171709649683818,3
127,245.78756989427796,0.550561797752809,1.408431776935305,0.3303881890336597,2.5,1.0000168634064082,0.5306122448979592,1,0.8593682050585939,0.2633923012567165,1.4999999999999998,0.5,0.6326530612244898,3,1.2500071166763538,0.5334317070604576,2.5,0.5,0.5643564356435643,3,49,40,15.34948619656431,13.9812299989423,62.131721625929885,0.6212889826803596,3
128,246.31573521416996,0.5543478260869565,1.5284529723133955,0.3720988375150783,2.5,1.0391666666666666,0.5098039215686274,1,0.8593781217976365,0.2996622216583757,1.5,0.4,0.5490196078431373,2,1.339669959077084,0.5395272464897859,2.5,0.5,0.5841584158415841,3,51,41,14.247106552825016,14.965956382110704,96.98167746530811,0.3733630940518935,3
129,246.958540600966,0.5384615384615384,1.36836509333431,0.3095126700102026,2.0,1.0019374169276172,0.5102040816326531,3,0.9576292387756508,0.38714719715492296,2.0,0.5,0.6530612244897959,1,1.2057815279521065,0.47229901432974264,2.6104342327150087,0.4,0.6138613861386139,3,49,42,17.277198575318366,23.609470563543375,155.67433634034438,0.38787369078088224,3
130,247.74868863456055,0.4473684210526316,1.4033882333074499,0.22477290969630817,2.0,1.0017698641555342,0.5098039215686274,2,0.8360342548255735,0.2821374690972706,1.5,0.5,0.49019607843137253,3,1.2440771688687013,0.4074371055563807,2.2978071289705966,0.5,0.5643564356435643,2,51,63,15.490528711612443,13.94588927620586,70.32430862400581,0.43056821492072406,3
131,248.42877088624067,0.5,1.3907956215387782,0.24018717088406055,2.0,1.0016666666666667,0.7254901960784313,3,0.9436801636485623,0.290759706858659,1.5,0.6666666666666666,0.7450980392156863,1,1.0587325383348514,0.47418170468537335,2.0,0.3333333333333333,0.7352941176470589,3,51,51,15.04754663679822,13.481696594123717,67.05112077100137,0.94021274188345,3
132,249.28420138955747,0.4112903225806452,1.3581405853589106,0.23059866073045507,2.0,1.0017411467116357,0.5490196078431373,2,0.9312391470990774,0.29003808980873647,1.5,0.5216884495054186,0.5686274509803921,1,1.2960512711132464,0.7681464133247422,4.414266441821248,0.2,0.6078431372549019,2,51,73,13.453102653244612,14.493219873027634,91.81436721917224,0.31064449134018357,3
133,250.00588006852166,0.49038461538461536,1.425788714648745,0.2727970036121944,2.0,1.000025295109612,0.6078431372549019,3,0.9299627023491264,0.35714080119309843,1.6666666666666665,0.5,0.6078431372549019,2,1.1041796096830685,0.41946766260338075,2.022984822934233,0.39999999999999997,0.6336633663366337,1,51,53,15.824381741410024,15.294469502030513,90.84604504455187,1.6296185056455217,3
134,250.75705936392936,0.5376344086021505,1.3946424808559783,0.1726922021380717,1.6666666666666665,1.0006084879145587,0.54,2,0.8329270947761377,0.22863963850797306,1.5,0.6,0.62,3,1.1690591133263326,0.4183511408447022,2.5,0.4,0.6039603960396039,1,50,43,14.781544503432004,17.01627270821788,109.89813289031142,0.4327817001676366,3
135,251.72097726517762,0.3769230769230769,1.3682125684224333,0.25695079698823897,2.0,1.0016557365489034,0.6122448979591837,2,0.970609783047968,0.31084250030166716,1.5,0.6666666666666666,0.5918367346938775,1,1.0254419363250675,0.3863067373923433,1.6666666666666665,0.39999999999999997,0.6534653465346535,1,49,81,15.288461666710083,16.019379658112424,94.35111884939462,0.4063437584115272,3
136,252.29566749760818,0.5483870967741935,1.5730618037970576,0.4624371666075578,2.5,1.001669449081803,0.45098039215686275,2,0.7451359017789779,0.26986006599652673,1.4999999999999998,0.39999999999999997,0.6078431372549019,2,1.2966685602955403,0.6091536124784794,3.0,0.5,0.6039603960396039,3,51,42,16.913914676073432,16.545582448486,71.24911974208659,1.2101821106231607,3
137,252.79325924029973,0.5862068965517241,1.5446762324644983,0.21029337931212233,2.0,1.2268579826233004,0.6078431372549019,3,0.9075222935645539,0.3991119291022095,1.6666666666666665,0.5,0.7254901960784313,1,1.296463611528311,0.44020878692616916,2.0,0.5,0.7524752475247525,2,51,36,14.285565184452949,16.98485278624315,115.20114847277742,0.6140662607953951,3
138,253.4270737518817,0.5376344086021505,1.4049517352817722,0.22894293543256786,2.0,1.022165387894288,0.56,2,0.9203236277591927,0.3103391824716007,1.5,0.6,0.7,3,1.1235812867619532,0.4452712760678259,2.0,0.39999999999999997,0.6534653465346535,1,50,43,14.71443135284909,13.866162072417906,82.7586544766223,0.14999999999998864,3
139,254.15979180180716,0.5151515151515151,1.5149251501434866,0.282593046080529,2.0,1.0077894736842106,0.6862745098039216,2,0.6959403440968419,0.14364183558149288,1.0008940841199396,0.5,0.7254901960784313,1,1.0175277371224474,0.4650084101207039,2.0,0.5,0.7254901960784313,3,51,48,13.635156279634256,11.936433370866139,64.04463477396853,0.30149626863363815,3
140,254.93217394368372,0.4594594594594595,1.391329501390041,0.2935666040010662,2.0127116835368475,1.0000252957494709,0.6078431372549019,1,0.8606961642616828,0.28131942751014666,1.5,0.6666666666666666,0.6470588235294118,1,1.143714791520595,0.5362779925426503,2.640033195642136,0.39999999999999997,0.7156862745098039,2,51,60,16.292525599063794,16.580615962860435,77.22007572531146,0.5368472780968124,3
141,255.56655691884225,0.4722222222222222,1.3961772698679507,0.2999860488534046,2.002596964586847,1.0000084317742983,0.5294117647058824,3,0.891321217805021,0.2784672267742967,1.5,0.5,0.5294117647058824,3,1.0536398073791153,0.4291540720596752,2.002107925801012,0.5,0.6138613861386139,3,51,57,13.399367576370228,13.845442060734664,88.44337161714422,0.5280151512977537,3
142,256.2057881010719,0.49504950495049505,1.4850631657662658,0.46553535870818014,2.5,1.000050592778724,0.66,1,0.8217322119400665,0.3024331660945447,1.5,0.39999999999999997,0.72,3,1.169072757234029,0.5530500017520676,2.687403035413154,0.6,0.6237623762376238,1,50,51,15.438405217121069,15.027589577825733,78.93070187082792,0.3061045573002739,3
143,257.0035626656977,0.5319148936170213,1.2597331690147437,0.2856496710450758,2.0,1.0002994150863032,0.6,2,1.096572663680264,0.3680905577209051,2.0,0.5,0.6,3,1.0818497151025745,0.3583120411110916,1.9107603353570397,0.3999945873533511,0.6274509803921569,3,50,44,15.420096944890687,20.119411773228208,154.26963448803377,0.6129444986815606,3
144,257.5400781050305,0.625,1.6626427397743895,0.45145672715635343,3.0,1.000167256750356,0.56,2,0.8220694094806676,0.33599419439440564,1.4999999999999998,0.5,0.62,3,1.2989887961052928,0.6316071564197737,3.585733558178752,0.5,0.6633663366336634,3,50,30,12.622960213015762,12.641497225679652,60.079293276831955,0.4440720662234884,3
145,258.17908880348773,0.5543478260869565,1.303262927666538,0.2591003196425862,2.0,1.0006084879145587,0.5882352941176471,2,0.9850205835648784,0.2830753959393516,1.5,0.5,0.6470588235294118,3,1.205313184631802,0.43054962406416236,2.6904384485666104,0.6666666666666666,0.6435643564356436,3,51,41,15.018756082617333,13.796031772087392,77.60467306741981,0.38626415831655386,3
146,258.7389776637488,0.5862068965517241,1.4254810494790084,0.3875968248405682,2.0,1.000082911748173,0.6078431372549019,1,0.8803679482395911,0.3246400001223889,1.5,0.5,0.7058823529411765,3,1.204949839214788,0.4676611144206656,2.0,0.5,0.6633663366336634,1,51,36,12.379600973019379,12.110691935466456,52.41506971703929,1.5283978539634198,3
147,259.3741429618352,0.49504950495049505,1.4267836994713459,0.450752331482431,2.6666666666666665,1.0035794372752276,0.72,1,0.8209629938821112,0.3254154366038686,1.6666666666666665,0.375,0.7,3,1.2229501661364057,0.36765004857980027,2.0,0.6666666666666666,0.6732673267326733,3,50,51,15.890665797586793,17.111433550985524,97.30158745578126,0.1296080630207391,3
148,260.06305351975857,0.5368421052631579,1.4253846912703585,0.3256116071370729,2.5,1.0028909961038268,0.5294117647058824,1,0.8235608199050084,0.31905516959308755,1.5,0.37343509912088463,0.6078431372549019,2,1.3488647896814587,0.6891410362090599,3.6033094435075887,0.3333333333333333,0.5742574257425742,3,51,44,14.787260276751596,12.533243954976955,69.93511731647543,0.8547514258543258,3
149,260.7850701498236,0.5050505050505051,1.3824824864140421,0.26526205135046343,2.0,1.0382270475418334,0.72,1,0.9606639780852769,0.29611367578229925,1.4999999999999998,0.5,0.74,1,1.2841826348253464,0.6779804904062589,3.281922428330523,0.5,0.6633663366336634,3,50,49,14.508791520917198,14.78881168273848,85.53191962605966,0.873258171536635,3
150,261.36261802314505,0.5730337078651685,1.5273068107524306,0.5286873479104038,3.5,1.0025,0.5882352941176471,1,0.8200637341283978,0.3038212082225703,1.5,0.2857142857142857,0.5882352941176471,2,1.2341433914233029,0.6938038912433546,3.5,0.5,0.6274509803921569,2,51,38,13.896470841607721,15.135087219939036,78.99609140778686,0.15000000000000355,3
151,262.09062477749376,0.49514563106796117,1.3522744948451868,0.25749545181819367,2.0,1.0016666666666667,0.6862745098039216,3,0.9113412711580111,0.32384501692779843,1.5,0.3333333333333333,0.7254901960784313,3,1.1107009634870373,0.4211174865674673,2.0,0.4,0.6732673267326733,1,51,52,11.501360767283062,11.59961865522778,71.03531071891123,0.3206243908376289,3
152,262.74867882220053,0.550561797752809,1.6989687377517522,1.0048520991264442,5.5,1.0002555762331287,0.6326530612244898,1,0.827656587797929,0.3337697499107823,1.4999999999999998,0.2727272727272727,0.6122448979591837,3,1.3673075009827447,0.7541477137270911,3.666666666666667,0.4,0.6831683168316832,3,49,40,12.582032505708128,13.470183203856092,71.04783415493823,0.6141629933152692,3
153,263.3448386041863,0.5425531914893617,1.4016984302562316,0.3168529887374454,2.0,1.0008340283569643,0.6078431372549019,1,0.8628177796576847,0.3665516369599322,2.0,0.5,0.7254901960784313,1,1.3404405176104754,0.6119821505248649,3.2236256323777406,0.5625011857107625,0.693069306930693,2,51,43,12.934853514172707,10.780030850283989,46.83406880863547,0.4393176527297694,3
154,264.0373020993122,0.4716981132075472,1.3634082596235062,0.3481295243209345,2.5111292851963642,1.000050592778724,0.6,2,0.9375411446367329,0.2699564872790843,1.4999999999999998,0.39821713364782513,0.64,2,1.0460422397685958,0.4031853637108185,1.883001686340641,0.3999945873533511,0.5544554455445545,3,50,56,16.012710129131797,15.861241482468039,80.24220767757525,0.9533810816305118,3
155,264.6375231870903,0.5151515151515151,1.4356433617993842,0.5015181006382826,3.5,1.0000168634064082,0.5490196078431373,1,0.8430065422193695,0.28128338134723363,1.4999999999999998,0.2857142857142857,0.6078431372549019,2,1.2836798468421602,0.6014811412251061,3.5,0.4,0.6470588235294118,2,51,48,14.708443862347913,13.40953458807095,61.28922057735147,0.6216094784333699,3
156,265.4788832444878,0.4594594594594595,1.4520785989248257,0.23175497844927248,2.0,1.012495411329818,0.5490196078431373,1,0.7885226192309742,0.23011465663954223,1.5,0.5,0.6862745098039216,1,1.275334676017796,0.5385895513065313,2.9372681281618886,0.39999999999999997,0.6372549019607843,3,51,60,14.514062811337402,13.662462241163356,86.49335268605265,0.1291897828777556,3
157,266.0030592014909,0.5730337078651685,1.4084445059299207,0.34676070552222843,2.175649241146712,1.0016666666666667,0.7254901960784313,2,1.080888282928328,0.3169605096451974,1.5,0.6666666666666666,0.7254901960784313,3,1.1672849911702525,0.6955153496364394,3.7290725126475546,0.3333333333333333,0.6435643564356436,3,51,38,14.086878850614205,14.027126825284322,74.39472149612001,0.7566372975210771,3
158,266.71447117925095,0.45045045045045046,1.372310952572986,0.2510201207062339,2.0,1.0003246205733558,0.48,2,0.8633841124581813,0.2956657935506475,1.5,0.5,0.56,3,1.3935378054820773,1.143345586321694,6.866441821247892,0.39999999999999997,0.693069306930693,1,50,61,12.452874158514213,9.847766998078745,50.9610351312948,0.7029224708315855,3
159,267.4018644886431,0.49514563106796117,1.563308459807946,0.5861472780976178,3.045952782462057,1.0163710973782665,0.7254901960784313,1,0.8298633528947131,0.29382881809804867,1.5,0.3999945873533511,0.7843137254901961,2,0.9060806341130517,0.4554975512968476,2.5000338294993236,0.4,0.7425742574257426,1,51,52,12.880934580901467,11.945443789369277,59.95134540314948,0.3080584360149912,3
160,268.120496658564,0.49504950495049505,1.3101793427220803,0.2879793039959467,2.0,1.0000168634064082,0.64,1,0.929475394158602,0.32184269459294085,1.5,0.5,0.62,2,1.160919981141649,0.393601123630458,2.0,0.39999999999999997,0.5841584158415841,2,50,51,13.685547918199948,12.822376787094699,74.96801031672108,0.5280151512977493,3
161,268.79250434559015,0.5204081632653061,1.4954809544216618,0.6469784510135986,4.0,1.0016680567139282,0.6274509803921569,3,0.875783737779235,0.31935293880257826,1.4999999999999998,0.375,0.6666666666666666,2,1.297294160797721,0.6170875484972383,4.0,0.6,0.6372549019607843,1,51,47,15.333701733734967,17.77365652731891,119.72815143623731,0.311448230047957,3
162,269.51203856741637,0.47619047619047616,1.483998019871955,0.27713242327501897,2.0,1.0011164182378307,0.62,2,0.8310720107414739,0.28916224715263145,1.5,0.5,0.64,3,1.1276809080052776,0.43767951543387984,2.0,0.39999999999999997,0.6237623762376238,2,50,55,17.06576531187366,22.552516062092348,158.2165817736748,0.6456004956627632,3
163,269.8615491641398,0.6538461538461539,1.3891277149139114,0.31159096647603146,2.0,1.000050592778724,0.6274509803921569,3,0.927112751561396,0.3122140667845841,1.5,0.5,0.5882352941176471,2,1.1960778387553788,0.44829952911416426,2.8394814502529515,0.3333333333333333,0.6633663366336634,2,51,27,14.27114949211036,13.669065114126493,76.58828125603931,0.475394572960189,3
164,270.3918023666243,0.5543478260869565,1.5854177645080787,0.6771358483073339,3.5,1.0008340283569643,0.7058823529411765,3,0.7653226684997653,0.2333556533868823,1.0163389592464345,0.4,0.7450980392156863,2,1.2004234492425299,0.6182171960696057,3.5,0.43875560156188587,0.6336633663366337,3,51,41,13.527198626235496,13.815343300094355,66.35293708639931,0.46999999999999886,3
165,270.95294687212845,0.5050505050505051,1.5505285019272128,0.43765652516528725,2.5,1.0998004496908376,0.66,3,0.8615897068750485,0.2899543461123273,1.5,0.4,0.72,3,1.3099026134076626,0.5274244147059468,2.5,0.5,0.6831683168316832,3,50,49,13.100145063713393,14.163558595890663,90.5216439569596,0.15811388300841717,3
166,271.7555479486466,0.45535714285714285,1.4433761471912065,0.36681355810274274,2.2466210095300214,1.0010331929034408,0.5686274509803921,1,0.8967813618625242,0.3184916172914571,1.4999999999999998,0.5,0.6862745098039216,1,1.3244227749580768,0.5598438692556428,2.9507105626195,0.5,0.6176470588235294,3,51,61,13.631333521546294,11.189743897094871,49.867631224955765,0.5173973328110746,3
167,272.5649535939297,0.532608695652174,1.5290957494966024,0.44094254244457115,2.935483870967742,1.021312872975277,0.5918367346938775,2,0.8595328934634439,0.34146809490151314,1.5000031618953666,0.34065934065934067,0.5714285714285714,1,1.3031222501533644,0.8698820463424519,4.643423271500843,0.5,0.5544554455445545,3,49,43,14.117845067603072,15.236642888044615,80.44745589740633,0.7596051605933288,3
168,273.2824757708306,0.51,1.4273625483196577,0.2618643738155264,2.0,1.00306982797646,0.5686274509803921,2,0.8122619109806397,0.2616032487626413,1.5,0.5,0.7450980392156863,2,1.1354523116554938,0.3782524910479145,2.0,0.5,0.6237623762376238,1,51,49,13.591272715077974,13.587239486809299,65.99377267119601,0.4404543109108862,3
169,273.79468425996924,0.5425531914893617,1.4955773470593712,0.3559253250096625,2.5000338294993236,1.000008431703204,0.5098039215686274,2,0.8506288717136833,0.3309426003601202,1.5,0.3999945873533511,0.6078431372549019,1,1.2508532459124282,0.5532169314116646,2.5000338294993236,0.5,0.5980392156862745,2,51,43,15.951057831456565,16.937310813249507,90.05890602336122,0.3106444913401772,3
170,274.55401211550526,0.4811320754716981,1.493264604831961,0.5001423749191249,2.9528836424957845,1.0001503653738055,0.6078431372549019,1,0.9505927038737207,0.277565618841287,1.5,0.5,0.6274509803921569,3,1.2209818244884234,0.4957588058316293,2.1604890387858346,0.4767766761190328,0.6138613861386139,1,51,55,14.955424973741106,13.747401781974727,87.13908004953053,0.8321693218922022,3
171,275.0568649575548,0.5555555555555556,1.5843377228812454,0.4612195151396773,3.0,1.0000997751545813,0.72,3,0.9128707094774602,0.43012742380199925,2.0,0.5,0.7,1,1.3036615651093408,0.5916370365910408,3.0,0.5,0.7821782178217822,3,50,40,10.693668801491134,10.633925407267549,51.95631420356198,0.1910497317454268,3
172,275.5920975661082,0.5975609756097561,1.2904997746395919,0.23141082477652458,1.6317403035413154,1.0004839215653174,0.7142857142857143,3,1.0810377829667508,0.32192225720064066,1.5,0.6128426182951607,0.6938775510204082,1,1.0729604086951683,0.4600728919201241,2.5782462057335582,0.39999999999999997,0.6732673267326733,2,49,33,13.000864813588974,12.719796840398002,70.50342704227252,0.31144823004794836,3
173,276.27676599151283,0.4594594594594595,1.252353893205194,0.22274379835056132,1.6,1.002495840266223,0.6274509803921569,1,1.0461044089916722,0.2713371558464948,1.5,0.6666666666666666,0.6274509803921569,3,1.1138606261724047,0.49057793717898546,2.5,0.5,0.5841584158415841,3,51,60,13.80323933241491,15.521781031373434,79.78362017241602,0.8697700845625792,3
174,276.84597702742883,0.5425531914893617,1.5152475781814363,0.36804195648720484,2.5,1.0000084317742983,0.5882352941176471,1,0.7657201029582482,0.23132008626205475,1.0650373910861073,0.39999999999999997,0.7254901960784313,1,1.2630036603212385,0.49642140203374435,2.303153456998314,0.39999999999999997,0.6176470588235294,2,51,43,13.56824999356744,13.538543932082314,80.43714056391622,0.4742362280551817,3
175,277.3429911850517,0.5666666666666667,1.3502751656057344,0.31402484387951746,2.333333333333333,1.0001503653738055,0.6274509803921569,2,1.0074176447999084,0.4981479096823697,2.5,0.4285714285714286,0.6862745098039216,2,1.0627214710698145,0.5676291560397148,3.4999999999999996,0.39999999999999997,0.6078431372549019,2,51,39,11.48387348212547,9.996921742535374,44.53908591488899,0.2258539350996428,3
176,278.09318191433664,0.4358974358974359,1.469886348157263,0.26996277525814655,2.0,1.0891451380419115,0.7058823529411765,1,0.8161561864853716,0.3212129063801288,1.5,0.5,0.7254901960784313,2,1.1849871271739119,0.47364946413507597,2.0,0.5,0.7745098039215687,3,51,66,11.45203084360331,12.25622050934027,66.61633880316711,0.9174101723776907,3
177,278.72311105411904,0.4358974358974359,1.3409671412847024,0.29524732213949817,2.0,1.0058724832214763,0.6078431372549019,2,0.9376737881681528,0.31527818551092995,1.5,0.5,0.6274509803921569,3,1.2636105323232918,0.6669350720056668,3.6231703204047223,0.5,0.693069306930693,3,51,66,13.740981093701544,13.419260162904635,57.38016263057408,0.3733630940518954,3
