Branch Order Table.

j, binMax, BifPercent,DRmean,DRstdev,DRmax,DRmin, DRuf, DRcurve, PDRmean, PDRstdev,PDRmax,PDRmin, PDRuf,PDRcurve, TRmean,TRstdev,TRmax,TRmin,TRuf, TRcurve,Nbifs,Ntips,BPLmean,BPLstdev,BPLmax,BPLmin, BPLcurve
11,11.5,0.5314039408866995,1.6369241912378658,0.5114973289075364,8.0,1.0679999999999998,0.5631517960602549,3,0.8666965554539715,0.4258040414243715,2.9999999999999996,0.125,0.5909617612977984,3,1.1093115980657222,0.5338964508352119,6.500000000000001,0.25,0.6360837438423645,2,863,761,15.573447148929295,15.897528795683298,198.20351683862788,0.15000000000000355,3
12,12.5,0.5139049826187717,1.5873420106633853,0.3526229631896556,4.0,1.0077894736842106,0.5682074408117249,3,0.8510322146392623,0.3934270482182455,2.5,0.25,0.6550169109357384,3,1.1738552135820144,0.5869689234416298,5.333333333333333,0.3999945873533511,0.6060254924681344,3,887,839,14.924277638320808,15.451988517723247,176.25522486206515,0.1603121954188109,3
13,13.5,0.5107102593010147,1.5874525410487723,0.3692796846061979,5.0,1.0078,0.5772626931567328,3,0.8520750238873963,0.37734063448688443,2.0,0.2,0.6412803532008831,3,1.1359131644051028,0.5482622067233998,6.0,0.23076923076923075,0.6330326944757609,3,906,868,13.802892227226966,14.629568354817758,181.80733590153864,0.22022715545545601,3
14,14.5,0.4817880794701987,1.651186584576525,0.49953215162115155,5.5,1.0077894736842106,0.572737686139748,3,0.8288654235602353,0.3911401572753608,2.0,0.19999999999999998,0.6449026345933563,3,1.1397120444176594,0.5425507044526398,5.0,0.2222222222222222,0.6296909492273731,3,873,939,12.958211358001588,13.180297923819825,97.30158745578126,0.15000000000000568,3
15,15.5,0.46849942726231386,1.597999560917069,0.3488344435858461,4.0,1.050453270586258,0.530562347188264,3,0.8277968245018006,0.3907691878722258,2.5,0.25,0.6039119804400978,3,1.179418666984757,0.618330383768244,5.0,0.25,0.6311569301260023,3,818,928,12.982831859558038,13.734043082333683,116.74617065831674,0.15033296378373603,3
16,16.5,0.460880195599022,1.5710180232552966,0.459731655579074,8.0,1.0280450694958467,0.5742705570291777,2,0.8334490738375729,0.37437003488268117,2.000090214032793,0.125,0.6511936339522546,3,1.1739847868118871,0.5587226452052442,4.5,0.39999999999999997,0.6277506112469438,3,754,882,12.73471658037615,13.671240566157667,125.43827239294771,0.266833281282527,3
17,17.5,0.4462864721485411,1.5835037557113583,0.36568117706833,5.5,1.0908882126657864,0.575037147102526,3,0.8728447186615316,0.41310651001535537,2.5,0.2727272727272727,0.6196136701337296,3,1.1492634642803623,0.5955356479367826,8.0,0.3333333333333333,0.6339522546419099,2,673,835,11.98964184194314,12.729936169462015,130.94891582818096,0.18867962264114124,3
18,18.5,0.40936106983655274,1.6776525237299853,0.8053027548990888,11.500338294993236,1.0035,0.5807622504537205,2,0.8231369508337002,0.4153646619491705,2.5,0.08695396381820855,0.6406533575317604,3,1.1624578458368948,0.5404178538231251,5.5,0.2,0.6471025260029718,2,551,795,12.03892375750925,13.620869882570965,134.7383781742781,0.1612451549659689,3
19,19.5,0.42740471869328495,1.5673212126426919,0.28800033617729554,3.5,1.0733183784305937,0.5605095541401274,3,0.8223525235970398,0.353372702160411,2.0,0.2857142857142857,0.6199575371549894,3,1.2051038657800757,0.6927795091245503,7.667065111978168,0.2222222222222222,0.6424682395644283,3,471,631,11.755008525383369,13.103223111039565,92.84576748669618,0.15000000000000568,3
20,20.5,0.4140127388535032,1.682654032661232,0.8860292481037514,11.836410211112092,1.0197991663508905,0.5692307692307692,2,0.825423452114575,0.3813412292147819,2.0,0.2222222222222222,0.6410256410256411,3,1.2122121332738063,0.5208118692495476,3.5,0.2857142857142857,0.6464968152866242,2,390,552,11.334330986938609,11.920892182535823,95.85678009244761,0.1886796226411503,3
21,21.5,0.4,1.6370065800696467,0.3785000994486918,3.0,1.0078,0.6185897435897436,3,0.8561213127427687,0.4262108025387459,2.0,0.08448507462686566,0.6410256410256411,3,1.2050667598643132,0.6130292491507351,4.5,0.3999945873533511,0.65,3,312,468,11.587327914523925,11.690075868967696,70.98928591848063,0.10049875621123061,3
22,22.5,0.41346153846153844,1.5992071050474965,0.37069491602800464,4.5,1.0174,0.5658914728682171,2,0.8271572107861672,0.3516732921848756,1.5,0.2222222222222222,0.6201550387596899,3,1.145649746053541,0.5335278361784103,3.0,0.2857142857142857,0.6490384615384616,3,258,366,11.736194622474137,12.51625508613809,90.73038836005595,0.15524174696258355,3
23,23.5,0.34689922480620156,1.6503662805782937,0.30471117355085864,2.9999999999999996,1.3333333333333333,0.6033519553072626,3,0.7816681113410607,0.3445937704139452,1.6666666666666665,0.33333333333333337,0.664804469273743,3,1.1423777413333291,0.5104664471873073,2.5,0.0952411637722718,0.6434108527131783,3,179,337,11.716344543134959,12.82068122740941,119.062284978485,0.15811388300841717,3
24,24.5,0.3715083798882682,1.6676575574459307,0.43137598225073015,3.0,1.0077894736842106,0.5789473684210527,3,0.8612174874132732,0.42696764095359624,2.0,0.3333333333333333,0.631578947368421,3,1.1925579079477902,0.5233633037976528,2.5000338294993236,0.4,0.6284916201117319,1,133,225,11.54520087624863,12.526666894412898,97.44863928502264,0.3080584360149912,3
25,25.5,0.34210526315789475,1.7091154551964531,1.0485646552545957,8.0,1.0666666666666667,0.5604395604395604,1,0.8419121516645474,0.3865065836804038,1.6666666666666665,0.125,0.6263736263736264,3,1.1630231799065718,0.6192802549110136,3.0,0.39999999999999997,0.6390977443609023,3,91,175,10.57233082884116,11.338898132690364,85.7545059931636,0.15811388300841717,3
26,26.5,0.4340659340659341,1.6505321780377438,0.39523962601788254,3.0,1.3333333333333333,0.6075949367088608,1,0.8954021692590208,0.711997499783061,4.0,0.3333333333333333,0.6329113924050633,1,1.2658584569116977,0.7281875302310803,5.333333333333333,0.25,0.6593406593406593,1,79,103,10.334428771049314,12.607852070958003,124.29158722854471,0.14999999999998864,3
27,27.5,0.41139240506329117,1.6399959404600812,0.36856117092283436,3.0,1.4999661705006768,0.6153846153846154,2,0.8559988814148443,0.40582281771606493,1.5,0.3333333333333333,0.6153846153846154,2,1.1574696442102999,0.646680163670461,3.0,0.4,0.6329113924050633,3,65,93,10.932935604995754,11.789793332453453,72.46064866828773,0.1499999999999943,3
28,28.5,0.3923076923076923,1.7499978856562923,0.44721989946111046,3.0,1.4999661705006768,0.6862745098039216,1,0.7539221346877736,0.348983224763643,1.4999999999999998,0.3333333333333333,0.6666666666666666,1,1.224995677358708,0.5668282878053826,3.0,0.5,0.6923076923076923,3,51,79,9.37567172273167,9.702293859457061,56.96866286818039,0.47010637094173535,3
