inFile , outFile
ClassI-6-19-16.rd.prn , ClassI-6-20_ClassIV.csv
mean of group means , stdev of group means , , mean of group stdevs , stdev of group stdevs
DR = PL;  PDR = PL;  TR = PL;  BPL = PL;  BIFF = PL
0.6093805111438575 , 0.01634819935456925 ,0, 0.0896636089749916 , 0.023438855009539742
DR = PL;  PDR = PL;  TR = PL;  BPL = PL;  BIFF = RD
0.5217222712895225 , 0.06055379354849875 ,0, 0.12357906288799143 , 0.03334552171767384
DR = PL;  PDR = PL;  TR = PL;  BPL = PL;  BIFF = BO
0.6119774020570395 , 0.0091510599057432 ,0, 0.04140042972327481 , 0.02127545554107718
DR = PL;  PDR = PL;  TR = PL;  BPL = RD;  BIFF = PL
0.6029537680728546 , 0.013479931347558493 ,0, 0.07703293433990269 , 0.01746237306626008
DR = PL;  PDR = PL;  TR = PL;  BPL = RD;  BIFF = RD
0.577373813373516 , 0.053295742604954094 ,0, 0.13890398062094647 , 0.015162576410624538
DR = PL;  PDR = PL;  TR = PL;  BPL = RD;  BIFF = BO
0.6298743368225918 , 0.004368649637926789 ,0, 0.023409017880397467 , 0.005504392701316807
DR = PL;  PDR = PL;  TR = PL;  BPL = BO;  BIFF = PL
0.5931884442643558 , 0.02435507564875914 ,0, 0.09896455970068305 , 0.03926350280086478
DR = PL;  PDR = PL;  TR = PL;  BPL = BO;  BIFF = RD
0.5256489760611245 , 0.05160389864244684 ,0, 0.12915891256162354 , 0.013099422784994102
DR = PL;  PDR = PL;  TR = PL;  BPL = BO;  BIFF = BO
0.6156515827410342 , 0.007044373614377133 ,0, 0.039640952247693706 , 0.02540827578009619
DR = PL;  PDR = PL;  TR = RD;  BPL = PL;  BIFF = PL
0.5958612994291281 , 0.015406342095535347 ,0, 0.11024934265587386 , 0.03263640439898924
DR = PL;  PDR = PL;  TR = RD;  BPL = PL;  BIFF = RD
0.5327974565092005 , 0.04677830267468982 ,0, 0.12439399127687487 , 0.03371826191213744
DR = PL;  PDR = PL;  TR = RD;  BPL = PL;  BIFF = BO
0.6191411373752136 , 0.0038357462702203744 ,0, 0.024393706968429442 , 0.008839080406703377
DR = PL;  PDR = PL;  TR = RD;  BPL = RD;  BIFF = PL
0.6030463541565941 , 0.014597959641628803 ,0, 0.07989293070732882 , 0.019426208311535558
DR = PL;  PDR = PL;  TR = RD;  BPL = RD;  BIFF = RD
